Name,WD17NM_x,HPrice,medIncome,Tquantity,CrimRate,FareZone,Perof65years,drivingTime,PTransportTime,TPopulation,AreaKm2,PeoplePerkm2,Av GCSE 2013,GrnSpacem2T,Cemissions,TTprimaryS,TTsecodS,TTGP,TTHosp,TTfoodSt,pcds
Croydon 024E,Waddon,295000,37500,32,69,5,12.5,65,59,1748,0.22,7800,463,43.6,102,7,7,10,14,8,CR0 4LU
Croydon 028B,Waddon,385250,32340,10,77,5,13.7,68,66,1771,0.22,7920,515,24.5,95,6,7,8,11,9,CR0 4EL
Croydon 027E,Waddon,270000,36040,19,69,5,19.6,66,61,2167,0.26,8419,406,121.9,94,5,10,7,11,6,CR0 1AF
Croydon 028C,Waddon,341000,34880,14,79,5,20,69,63,1781,0.3,5977,588,89.6,92,7,9,7,12,8,CR2 6YT
Croydon 028D,Waddon,318000,31260,11,154,5,10.4,66,63,2088,0.7,2971,488,62.9,93,9,10,10,10,6,CR0 4EF
Croydon 028E,Waddon,315000,36700,29,46,6,20.8,76,75,2688,1.02,2641,508,509.1,89,9,11,10,10,6,CR2 6DL
Croydon 011A,West Thornton,405000,35030,9,53,3,15.3,56,65,1634,0.23,7138,555,82.3,91,7,10,6,10,5,CR4 6BF
Croydon 011B,West Thornton,370000,33570,9,67,4,11.4,55,53,1591,0.15,10495,453,31.6,94,6,10,6,7,5,CR7 7JE
Croydon 011C,West Thornton,290000,34220,9,78,3,11.2,55,69,1927,0.25,7641,469,61.9,97,10,11,5,12,7,CR0 3BB
Croydon 016C,West Thornton,350000,33200,13,150,3,7.1,56,68,1655,0.29,5633,465,148.5,93,7,9,9,16,9,CR0 3AB
Croydon 015D,West Thornton,230000,29320,8,216,4,6.7,55,61,1526,0.18,8454,550,15.4,97,7,11,7,7,5,CR4 6AH
Croydon 016D,West Thornton,363250,35020,10,55,5,9.9,56,66,1588,0.11,13857,483,1.2,96,8,12,5,11,10,CR0 3DZ
Croydon 016E,West Thornton,315000,33260,15,74,5,9.4,58,69,1757,0.15,11491,447,2.2,103,6,12,5,13,10,CR0 3PW
Croydon 015E,West Thornton,248000,30660,9,85,5,8.8,58,63,1958,0.15,13420,491,7,97,9,12,5,7,6,CR0 2SP
Croydon 011D,West Thornton,427500,35380,11,84,3,11.4,54,60,1406,0.13,10807,579,3.1,97,8,10,5,10,5,CR7 6XJ
Croydon 011E,West Thornton,240000,32620,12,183,4,12.8,54,56,1687,0.14,12487,523,8.8,101,8,10,7,11,5,CR7 7LE
Croydon 011F,West Thornton,455000,36050,6,62,3,13,54,60,1324,0.19,7016,526,42.1,91,5,10,6,10,5,CR4 6DH
Croydon 014B,Woodside,292500,35470,30,61,5,10.6,60,64,1620,0.2,8056,573,38.4,96,7,9,8,34,7,SE25 5HY
Croydon 014C,Woodside,300000,33820,30,79,5,13.2,59,63,1851,0.18,10278,492,47.4,91,6,11,5,37,8,SE25 5NU
Croydon 017E,Woodside,257500,35310,10,54,4,9.5,64,63,1976,0.17,11889,513,9.7,90,7,11,9,37,7,CR0 6BY
Croydon 014D,Woodside,350000,33810,25,74,4,9.6,59,57,1891,0.19,10059,548,14.9,90,7,11,7,32,7,SE25 5NG
Croydon 045B,Woodside,400000,36470,16,45,5,8.6,60,66,1225,0.12,10390,519,6.8,89,5,7,7,37,5,SE25 4SB
Croydon 045C,Woodside,391250,35780,22,63,4,9.1,58,61,1559,0.25,6182,580,114.5,86,9,10,10,33,9,SE25 4NH
Croydon 008D,Woodside,275000,31780,19,162,4,8.3,56,51,1982,0.16,12616,491,5.4,94,5,11,10,28,6,SE25 5QL
Croydon 008E,Woodside,377500,32830,22,78,4,10.8,57,58,1783,0.19,9596,562,58.7,88,7,13,10,32,5,SE25 4JP
Croydon 014E,Woodside,410000,32670,4,48,5,6.5,65,62,1824,0.18,10346,535,15.8,90,7,10,10,36,5,CR0 6XR
Croydon 045D,Woodside,412000,37440,29,64,5,8.9,60,66,1650,0.54,3041,615,386.2,86,7,7,7,37,5,SE25 4RU
Ealing 021A,Acton Central,650000,39060,13,57,3,14.5,51,53,1864,0.41,4499,483,169.1,107,9,10,10,17,7,W3 0JZ
Ealing 015A,Acton Central,290000,30930,8,89,3,15.9,48,47,1776,0.23,7749,437,26.6,143,8,15,9,13,6,W3 0AA
Ealing 021B,Acton Central,577500,39150,11,59,3,15.1,54,58,1775,0.4,4403,461,82.9,128,5,11,8,19,7,W3 0DS
Ealing 021C,Acton Central,590000,39360,20,45,3,10.3,49,51,1590,0.11,14534,472,0.1,111,10,11,6,15,6,W3 6GZ
Ealing 021D,Acton Central,500551,37900,9,55,3,8.5,48,52,1851,0.11,17495,517,1.2,117,6,8,5,16,5,W3 6HB
Ealing 025A,Acton Central,597500,39710,18,80,3,9.6,50,54,1533,0.14,11330,571,3.9,105,9,14,6,15,6,W3 6HR
Ealing 025B,Acton Central,676350,40660,13,48,3,11.3,49,54,1655,0.12,13499,444,1.6,103,6,12,6,17,7,W3 6HD
Ealing 025C,Acton Central,387500,33610,14,219,3,12.6,51,51,2246,0.16,13745,452,16.9,115,5,7,6,11,5,W3 6BP
Ealing 025D,Acton Central,410000,34210,13,133,3,9.5,52,52,1727,0.09,18731,456,3.6,110,8,13,5,14,5,W3 6AW
Ealing 018A,Cleveland,820000,43140,17,44,4,17.1,66,55,1595,0.17,9471,573,5.1,101,7,15,10,25,10,W13 0HB
Ealing 018B,Cleveland,515000,36050,17,52,4,8.3,66,60,1528,0.25,6206,483,54,112,7,17,10,19,5,W13 0EX
Ealing 018C,Cleveland,765000,32360,1,68,4,6.3,66,62,1528,0.15,10200,427,45,96,5,15,10,26,10,W7 1QH
Ealing 018D,Cleveland,765000,42030,13,58,3,10.1,67,58,1581,0.16,9906,508,10.1,130,5,14,9,15,5,W13 0LH
Ealing 018E,Cleveland,754250,46370,8,49,4,14.9,61,57,1402,0.54,2601,533,351.1,97,6,16,11,28,9,W13 8DB
Ealing 013A,Cleveland,720000,50350,15,56,3,13.9,61,55,1662,0.28,6007,607,95.1,98,10,10,5,32,5,W5 1RH
Ealing 016A,Cleveland,414000,30790,7,102,4,16.7,60,54,1639,0.23,7243,530,86.4,102,10,11,10,25,8,W13 0AW
Ealing 013B,Cleveland,625000,44860,15,31,3,17.2,62,54,1687,0.18,9362,545,27.1,100,7,12,5,33,6,W5 1BX
Ealing 018F,Cleveland,675000,43840,16,47,3,23.4,64,51,1671,0.29,5853,516,84.3,109,8,15,10,28,9,W13 8EJ
Ealing 023A,Dormers Wells,285000,29900,4,66,4,13.1,70,69,1819,0.15,12046,508,2.4,98,5,10,5,25,8,UB1 2QJ
Ealing 023B,Dormers Wells,430000,32370,5,46,4,17.9,72,66,1726,0.23,7417,506,45.2,99,9,5,5,22,10,UB1 2LU
Ealing 023C,Dormers Wells,223000,29870,7,97,4,17.4,69,71,1877,0.17,10794,453,11.4,104,5,7,5,21,7,UB1 2JG
Ealing 023D,Dormers Wells,292500,32340,8,38,4,15.7,70,70,1631,0.14,11510,436,12.7,108,9,9,8,17,9,UB1 2LZ
Ealing 014A,Dormers Wells,400000,34540,3,43,4,12.2,71,65,1480,0.19,7919,490,26.3,100,5,11,8,24,9,UB1 2HN
Ealing 012A,Dormers Wells,350000,29960,9,52,4,19.1,70,59,1982,0.28,7173,414,129.2,97,5,11,5,12,5,UB1 3DJ
Ealing 029A,Dormers Wells,297500,27980,4,46,4,13.3,71,65,1913,0.17,11587,473,51,94,8,11,8,14,8,UB1 3JT
Ealing 029B,Dormers Wells,630000,26600,1,73,4,8.3,69,59,1322,0.93,1420,395,694.2,105,5,10,5,10,5,UB1 3LJ
Ealing 020A,Ealing Broadway,630000,42540,83,621,3,16.7,60,54,2039,0.3,6736,583,30.9,137,6,12,8,13,5,W5 3SP
Ealing 019A,Ealing Broadway,486000,41430,19,110,3,8.8,65,60,2535,0.19,13399,493,19.4,137,10,10,9,13,5,W13 8NU
Ealing 020B,Ealing Broadway,650000,47330,9,39,3,12.3,56,53,1416,0.22,6341,521,5.8,96,8,10,5,20,9,W5 2HR
Ealing 019B,Ealing Broadway,1251000,50070,16,37,3,16.6,63,55,1559,0.24,6518,487,4.7,103,7,11,5,27,9,W13 8HB
Ealing 020C,Ealing Broadway,812500,46100,12,196,3,16.7,57,54,1711,0.23,7303,616,23.5,116,9,10,9,15,6,W5 2HN
Ealing 019C,Ealing Broadway,483000,44780,15,38,3,16.7,62,52,1539,0.23,6715,462,39.4,102,9,13,8,22,7,W13 8HN
Ealing 019D,Ealing Broadway,790000,48830,15,39,3,13,63,55,1521,0.17,8797,597,10.2,101,10,11,7,21,8,W13 8HA
Ealing 019E,Ealing Broadway,512500,44170,15,53,3,18.1,63,60,1838,0.27,6912,726,40.9,126,10,10,10,17,6,W13 8PN
Ealing 031A,Ealing Common,450000,36630,7,52,3,13.1,60,55,1508,0.2,7399,389,58.9,101,9,13,11,31,5,W5 4AF
Ealing 031B,Ealing Common,681250,46020,10,63,3,11,61,58,1408,0.19,7360,590,10.5,103,8,14,9,22,7,W5 5NS
Ealing 027A,Ealing Common,540000,43980,13,92,3,19.5,55,52,1860,0.4,4628,416,48.7,108,14,14,7,29,5,W5 4LL
Ealing 031C,Ealing Common,451750,41180,6,34,3,14.3,63,58,1490,0.22,6905,496,49.2,99,12,16,13,30,7,W5 3JL
Ealing 031D,Ealing Common,526500,40850,6,104,3,13.1,58,55,1384,0.17,8113,405,18.4,107,5,10,7,28,5,W5 4HJ
Ealing 027B,Ealing Common,520000,41880,14,88,3,10.8,56,52,1373,0.31,4488,448,112,124,10,9,6,21,5,W5 3LZ
Ealing 020D,Ealing Common,500000,45720,11,100,3,9.1,57,54,1603,0.27,5840,493,67.7,155,10,10,6,19,8,W5 2EE
Ealing 020E,Ealing Common,548750,43960,10,41,3,12.9,60,54,1490,0.14,10635,492,10.9,104,5,13,10,17,6,W5 3UJ
Ealing 031E,Ealing Common,1100000,46340,7,51,3,13.9,61,55,1500,0.24,6356,539,31.2,101,10,14,11,21,9,W5 3JF
Ealing 015B,East Acton,336500,32330,32,75,3,8.2,48,47,3367,0.41,8182,418,119.8,142,7,11,8,13,5,W3 6NJ
Ealing 015C,East Acton,330000,31470,13,89,2,7.9,50,48,1523,0.42,3668,477,96.7,131,7,15,10,17,7,NW10 6DJ
Ealing 024A,East Acton,640000,33120,3,106,2,12,45,39,1616,0.2,8232,421,11.8,116,7,10,5,11,6,W3 7DD
Ealing 024B,East Acton,720000,33730,16,92,2,12.4,46,44,1517,0.35,4293,374,121.6,115,7,10,6,10,5,W3 7BP
Ealing 024C,East Acton,1875000,35160,7,77,3,12.9,48,49,1480,0.21,7098,538,18.6,110,6,10,10,10,5,W3 7LN
Ealing 024D,East Acton,450000,32870,19,113,2,11.3,45,38,2088,0.22,9410,474,55.2,119,9,10,9,10,6,W3 7HN
Ealing 024E,East Acton,420000,32600,38,49,2,15.1,48,44,2668,0.21,12485,398,119.9,108,8,10,9,10,7,W3 7JY
Ealing 024F,East Acton,575000,37630,26,131,2,9.3,47,40,1993,0.11,17987,489,3.4,106,8,10,5,11,5,W12 9DY
Ealing 015D,East Acton,545000,32670,11,165,3,7.7,48,48,1406,1.01,1398,439,125.7,104,12,18,11,24,7,NW10 6DF
Ealing 015E,East Acton,694000,34760,13,320,3,14.7,47,43,2310,1.14,2035,404,176.4,112,10,16,6,15,6,W3 0PH
Ealing 035A,Elthorne,465000,40370,12,65,4,17.3,63,71,1477,0.67,2216,493,409,95,10,7,9,10,6,UB2 4RY
Ealing 028A,Elthorne,570000,34580,36,152,3,10.8,64,58,2060,0.16,13239,457,9.5,122,5,12,7,12,5,W13 0HX
Ealing 028B,Elthorne,372500,34810,10,91,4,13.5,67,61,1972,0.25,7974,439,93.3,120,7,11,6,11,6,W13 0NT
Ealing 030A,Elthorne,498750,40510,12,60,4,10.8,68,65,1657,0.19,8870,539,33.7,129,5,10,7,15,5,W7 3HR
Ealing 030B,Elthorne,467500,37690,21,98,4,11.2,66,63,2148,0.19,11089,522,13.7,110,5,10,8,12,5,W7 3PL
Ealing 030C,Elthorne,470000,40100,17,48,4,11.1,64,69,1746,0.16,10692,452,10,98,5,10,10,13,5,W7 2QL
Ealing 030D,Elthorne,612500,41740,18,58,4,13.3,64,66,1718,0.21,8193,460,57.9,100,6,10,10,9,5,W7 2EY
Ealing 028C,Elthorne,678750,42210,14,33,4,11.6,63,66,1602,0.18,9030,503,53,96,8,7,6,10,8,W7 2JH
Ealing 008A,Greenford Broadway,293250,27940,6,79,5,8.9,69,60,1786,0.16,10837,410,29.7,96,11,10,10,26,10,UB5 6BH
Ealing 010B,Greenford Broadway,356000,32730,12,58,5,15.7,68,62,1643,0.21,7739,560,24.1,94,5,10,6,21,9,UB6 9TN
Ealing 014B,Greenford Broadway,432500,33020,3,89,4,12.3,67,57,1480,0.26,5673,446,109.5,95,7,9,5,18,5,UB6 7LT
Ealing 012B,Greenford Broadway,449000,33270,8,63,4,17.6,63,50,1870,0.27,6975,451,50.3,99,10,10,5,15,7,UB6 8QS
Ealing 012C,Greenford Broadway,319975,32040,12,201,4,13.8,65,53,2169,0.43,5048,458,102.8,100,6,7,7,11,5,UB6 9BE
Ealing 010C,Greenford Broadway,307000,30860,11,81,5,16.7,74,63,1629,0.26,6277,410,197.5,99,6,10,8,27,9,UB5 6TU
Ealing 010D,Greenford Broadway,298500,30720,14,73,5,13.1,74,59,1634,0.33,4980,427,156.2,98,7,11,7,30,10,UB5 6TR
Ealing 010E,Greenford Broadway,405000,31990,8,80,4,14.2,67,57,1619,0.3,5333,439,25.1,97,8,11,8,26,8,UB6 9TG
Ealing 006A,Greenford Green,323000,34470,11,57,4,10.4,68,51,1735,0.5,3464,543,75,96,10,15,10,25,11,UB6 8NW
Ealing 006B,Greenford Green,510000,36480,9,120,4,16.6,65,55,1860,0.73,2537,420,310.5,98,8,12,8,22,8,UB6 8EU
Ealing 006C,Greenford Green,362500,32940,8,81,4,20.6,62,51,1990,0.38,5184,468,165.1,106,6,11,9,18,7,UB6 8FX
Ealing 012D,Greenford Green,480000,37970,23,43,4,21.4,67,57,1804,0.3,5930,531,58.6,99,10,11,9,23,9,UB6 9QX
Ealing 001A,Greenford Green,331500,36390,14,70,4,14.2,68,54,2035,0.29,6991,498,30.3,96,9,16,11,24,5,UB6 0EW
Ealing 004A,Greenford Green,431000,37900,14,53,5,13.4,73,53,1657,0.28,5886,490,48.3,88,10,17,7,30,8,UB5 4RP
Ealing 001B,Greenford Green,460000,35900,8,54,4,12.7,70,52,1971,0.34,5812,455,47,89,7,18,11,26,6,UB6 0BG
Ealing 006D,Greenford Green,480000,36440,6,79,4,13.5,65,46,1679,0.55,3066,522,138.4,93,7,10,7,18,9,UB6 8NY
Ealing 020F,Hanger Hill,660000,47410,15,64,3,16.7,53,47,1674,0.39,4303,555,96.7,110,10,7,6,24,9,W5 3DU
Ealing 020G,Hanger Hill,815000,46220,11,31,3,11.2,56,51,1635,0.27,6098,564,67.5,102,12,7,8,24,10,W3 0LH
Ealing 020H,Hanger Hill,547800,43380,16,33,3,15.3,58,55,1850,0.35,5299,600,106.9,111,10,10,7,19,9,W5 2GA
Ealing 011A,Hanger Hill,470000,37440,10,89,3,11.9,56,45,1823,0.36,5057,482,90.2,120,6,20,12,31,10,NW10 7HL
Ealing 011B,Hanger Hill,599000,40230,13,120,3,14.7,54,43,1871,0.54,3448,598,97.1,128,10,19,10,23,9,NW10 7HW
Ealing 011C,Hanger Hill,430000,39090,17,104,3,16.8,55,42,1918,0.45,4239,526,91.1,122,10,15,10,22,9,NW10 7HA
Ealing 013C,Hanger Hill,830000,51890,11,35,3,18.3,54,47,1475,0.25,5828,611,26.5,103,9,19,5,30,7,W5 1AF
Ealing 011D,Hanger Hill,492500,42060,24,47,3,16.5,54,46,1769,0.37,4767,425,197.5,103,8,18,10,24,9,W5 1HH
Ealing 013D,Hanger Hill,816500,51240,17,40,3,20.3,57,52,1613,0.29,5605,611,120.3,102,6,14,6,32,10,W5 1BB
Ealing 016B,Hobbayne,505000,31480,11,49,4,14.5,64,61,1502,0.15,10007,504,14.3,94,7,10,9,28,7,W7 1AJ
Ealing 016C,Hobbayne,368000,31160,15,80,4,19.4,64,60,1541,0.26,5911,544,8.5,100,5,6,6,23,5,W7 3AN
Ealing 022A,Hobbayne,595000,40910,13,62,4,16.1,65,61,1541,0.47,3259,510,391.6,94,8,10,6,24,6,W7 3AF
Ealing 016D,Hobbayne,462500,34780,10,72,4,12.4,65,59,1815,0.21,8513,425,11,98,5,9,6,26,5,W7 1AA
Ealing 016E,Hobbayne,475000,34450,11,44,4,12,66,63,1607,0.21,7523,478,53.6,95,8,11,8,25,5,W7 1AU
Ealing 016F,Hobbayne,585000,32940,7,69,4,8.7,64,63,1415,0.09,15347,447,10.8,93,9,9,7,30,9,W7 3DX
Ealing 022B,Hobbayne,616500,42090,12,65,4,9.8,68,61,1439,0.17,8323,487,16.1,99,5,5,6,24,5,W7 3GR
Ealing 022C,Hobbayne,827500,42200,6,47,4,8.7,69,64,1332,0.13,10622,512,29.6,108,8,5,9,23,5,W7 1LH
Ealing 022D,Hobbayne,390000,40800,13,58,4,13.9,69,64,1925,0.51,3798,547,311.3,106,9,8,6,18,6,W7 3HB
Ealing 014C,Lady Margaret,453750,34430,10,44,4,10.4,69,59,1597,0.17,9638,440,8.2,93,8,10,5,24,9,UB1 2JP
Ealing 014D,Lady Margaret,412500,37120,5,45,4,13.9,69,61,1650,0.19,8852,463,21.6,92,8,10,5,20,9,UB1 2HW
Ealing 014E,Lady Margaret,400000,34110,5,55,4,12.5,72,64,1632,0.15,11193,533,6.5,92,6,10,6,29,9,UB1 2UY
Ealing 017A,Lady Margaret,370000,32770,9,59,4,14.1,74,65,1857,0.3,6253,517,46.7,94,6,10,5,30,6,UB1 2SD
Ealing 017B,Lady Margaret,360000,33420,5,38,4,13.4,74,66,1771,0.16,11069,456,34.5,93,6,10,5,31,10,UB1 2TG
Ealing 017C,Lady Margaret,407000,32510,4,31,4,10.4,74,67,1440,0.16,9102,418,9.9,96,7,11,5,28,10,UB1 2SZ
Ealing 017D,Lady Margaret,440000,32320,7,60,4,12.8,73,65,1837,0.25,7336,506,93.1,93,9,10,5,28,8,UB1 2RP
Ealing 017E,Lady Margaret,902500,31330,3,42,4,19.4,73,68,1918,0.18,10935,467,5.3,107,10,10,5,23,5,UB1 2LB
Ealing 035B,Northfield,902500,47040,16,43,4,20,62,63,1757,0.23,7703,523,41.3,96,7,7,7,12,5,W13 9UG
Ealing 039A,Northfield,782500,49010,15,38,3,10.6,58,59,1589,0.14,11548,518,3.5,99,5,11,6,25,8,W5 4SB
Ealing 039B,Northfield,480000,42460,23,68,3,13.2,54,56,1654,0.25,6584,365,90.7,102,6,16,5,30,8,W5 4RJ
Ealing 039C,Northfield,760000,45980,11,54,3,12.5,57,58,1593,0.34,4728,425,123.3,96,9,11,7,19,6,W5 4GS
Ealing 032A,Northfield,1006250,50000,12,64,3,12.1,58,60,1658,0.16,10317,492,12.8,100,7,10,5,21,5,W5 4HT
Ealing 039D,Northfield,460250,44760,20,39,4,9.9,56,63,1691,0.12,14615,491,0.7,99,9,14,9,26,5,W5 3RZ
Ealing 035C,Northfield,725000,48490,21,26,4,15.2,62,66,1698,0.15,11267,479,0.5,96,8,8,5,11,8,W13 9TS
Ealing 035D,Northfield,725000,47540,24,34,3,13.9,63,62,1621,0.15,10553,553,21.3,93,5,12,5,18,6,W13 9TT
Ealing 002A,North Greenford,466000,37930,18,69,4,15.4,67,60,1904,0.57,3326,488,343.3,93,5,21,6,27,10,UB6 0PP
Ealing 002B,North Greenford,257500,38280,12,35,4,21.9,62,55,2045,1.11,1840,542,858.9,91,10,19,5,27,8,UB6 0RD
Ealing 001C,North Greenford,425000,36470,13,42,5,14.1,72,62,1826,0.33,5465,500,114.4,93,6,15,10,26,7,UB5 4QL
Ealing 001D,North Greenford,270000,36620,13,84,5,12.3,72,59,1830,0.24,7702,517,46.1,99,8,12,10,27,6,UB5 4PG
Ealing 001E,North Greenford,423000,33020,8,60,4,13.4,72,63,2079,0.32,6473,414,137.5,91,6,20,10,24,7,UB6 0SJ
Ealing 002C,North Greenford,453750,36980,4,66,4,15.1,66,57,1865,0.21,9098,512,22.8,102,6,20,7,26,8,UB6 0FB
Ealing 002D,North Greenford,547500,37820,5,36,4,15.7,65,56,1721,0.17,9954,547,15.7,95,10,25,9,29,6,UB6 0FE
Ealing 002E,North Greenford,438000,38260,9,49,4,13.7,66,59,1582,0.29,5396,496,121.5,96,9,25,11,30,7,UB6 0JP
Ealing 003A,Northolt Mandeville,390000,33250,12,46,5,10.2,72,57,1444,0.16,8783,451,28.9,94,8,10,7,24,6,UB5 4NN
Ealing 003B,Northolt Mandeville,338000,30100,7,81,5,10.9,74,56,1625,0.18,8929,421,40.6,95,5,10,5,26,7,HA2 8BA
Ealing 003C,Northolt Mandeville,399975,31600,14,59,5,12.2,75,60,1975,0.34,5850,446,99.6,88,11,6,6,26,7,UB5 4HZ
Ealing 003D,Northolt Mandeville,369000,30430,22,74,5,13.5,76,54,1832,0.25,7198,458,151,89,8,10,7,26,7,UB5 4EH
Ealing 004B,Northolt Mandeville,426000,35400,15,35,5,13.9,74,55,1474,0.14,10536,463,1.8,89,11,13,9,32,9,UB5 4NQ
Ealing 003E,Northolt Mandeville,272500,29360,12,65,5,6.9,74,58,1546,0.46,3376,473,340.3,92,8,11,8,37,12,UB5 5SB
Ealing 003F,Northolt Mandeville,427000,33110,19,48,5,19.9,68,57,1991,0.33,6006,443,65.3,99,6,11,6,31,7,UB5 5DD
Ealing 004C,Northolt Mandeville,424000,35400,9,104,5,13.3,72,51,1835,0.55,3366,419,140.3,92,10,10,9,29,5,UB5 5QP
Ealing 004D,Northolt Mandeville,364995,34800,25,124,5,14.1,69,51,1803,0.34,5326,489,137.4,97,6,10,5,28,5,UB5 5AH
Ealing 008B,Northolt West End,267500,31440,17,60,5,8.7,68,54,1698,0.32,5367,559,205.4,99,10,10,9,31,5,UB5 5UF
Ealing 009A,Northolt West End,432500,31000,10,53,5,14,74,68,1748,0.95,1837,474,716.6,84,7,12,9,34,9,UB5 6NT
Ealing 008C,Northolt West End,297500,29370,14,120,5,14.2,70,57,1807,0.74,2442,516,506.1,95,11,7,9,31,8,UB5 5LZ
Ealing 009B,Northolt West End,400000,30540,11,96,5,12.8,69,58,1799,0.28,6467,545,31.4,92,8,10,8,33,7,UB5 6HZ
Ealing 009C,Northolt West End,289500,29460,10,110,5,10.9,68,58,1776,0.38,4632,483,371.5,97,9,9,9,27,5,UB5 5PQ
Ealing 009D,Northolt West End,390000,31620,15,55,5,15.7,68,60,1829,0.3,6058,521,155.7,87,6,11,5,34,6,UB5 6QH
Ealing 008D,Northolt West End,269000,27390,8,76,5,11.6,69,57,1717,0.3,5783,486,27.7,92,11,10,10,28,10,UB5 5PA
Ealing 009E,Northolt West End,205000,28470,8,72,5,6.7,70,63,1649,0.14,11580,531,45.8,91,5,11,5,31,5,UB5 6RU
Ealing 008E,Northolt West End,277500,28760,10,69,5,8.1,68,62,1515,0.14,11042,377,50.4,92,10,10,10,27,9,UB5 6XE
Ealing 038A,Norwood Green,277500,28110,1,140,4,17.3,72,68,2149,0.28,7725,406,82.9,105,5,11,8,32,5,UB2 4BU
Ealing 029C,Norwood Green,457500,26200,1,79,4,11.3,72,75,1620,0.16,10195,426,32.6,96,6,16,9,40,11,UB2 4QA
Ealing 038B,Norwood Green,457500,34610,20,62,4,22.1,70,73,1695,0.49,3453,517,212.6,98,6,13,10,43,11,UB2 4LA
Ealing 038C,Norwood Green,705000,32010,8,58,4,16.5,71,70,1600,0.25,6314,546,50,101,6,11,10,39,11,UB2 4NZ
Ealing 029D,Norwood Green,502000,31420,11,203,4,8.5,70,61,1508,1.22,1238,451,811.4,100,10,13,10,10,8,UB2 4UQ
Ealing 029E,Norwood Green,495000,29910,7,102,4,17.4,71,70,1908,0.55,3488,493,119.1,126,9,12,10,24,11,UB1 3AN
Ealing 029F,Norwood Green,399950,29290,43,106,4,9.1,73,77,1592,0.73,2192,506,320.6,97,5,18,5,40,15,UB2 4PJ
Ealing 029G,Norwood Green,260000,31920,2,84,4,7.3,68,64,1828,0.12,15021,429,20.6,108,10,10,8,10,7,UB2 4UP
Ealing 005A,Perivale,480000,36150,7,54,4,11.6,59,55,1746,0.23,7618,532,14.1,96,6,31,7,37,5,UB6 7DG
Ealing 005B,Perivale,441000,35930,14,43,4,12.4,62,56,1918,0.19,10100,488,15.9,93,8,35,9,40,6,UB6 7DA
Ealing 005C,Perivale,490620,37220,8,53,4,14.3,63,56,1523,0.29,5283,502,30.5,92,12,31,5,36,7,UB6 7HA
Ealing 007A,Perivale,321000,36310,20,78,4,16.1,65,43,2277,0.48,4713,494,278.9,95,9,21,9,30,7,UB6 7NP
Ealing 005D,Perivale,487750,33950,6,53,4,13.4,59,53,1798,0.18,9928,544,23.4,95,5,24,12,35,8,HA0 1BW
Ealing 007B,Perivale,462500,37990,10,39,4,18.7,62,48,1909,0.23,8307,576,38.2,97,5,14,6,34,10,UB6 8LE
Ealing 007C,Perivale,475000,37050,7,176,4,12.7,62,45,1605,0.67,2387,558,294.8,106,10,18,10,25,7,UB6 7PZ
Ealing 007D,Perivale,420000,38390,13,161,4,13.9,60,48,1589,0.41,3862,464,116.3,114,7,12,6,32,8,UB6 8HN
Ealing 006E,Perivale,492500,34540,8,98,4,11.4,63,54,1390,0.68,2043,415,474.1,101,10,10,10,22,7,UB6 8EY
Ealing 027C,South Acton,630000,41470,7,52,3,14.9,55,52,1440,0.3,4826,483,95,117,11,12,9,24,9,W3 9PS
Ealing 025E,South Acton,438000,34830,8,218,3,18.2,54,52,1948,0.19,10046,494,26.6,109,8,7,6,16,6,W3 8JA
Ealing 027D,South Acton,528000,41910,13,82,3,9.3,53,50,1498,0.16,9357,562,5.5,107,10,10,7,23,5,W3 9SJ
Ealing 033A,South Acton,491000,34810,13,62,3,11.5,56,48,1565,0.2,7997,394,34.2,102,5,5,6,23,9,W3 8RE
Ealing 027E,South Acton,650000,41990,25,95,3,19.5,52,49,1981,0.27,7326,579,21.5,104,10,10,5,21,5,W3 8JF
Ealing 033B,South Acton,578075,34110,18,118,3,14,50,49,1724,0.15,11784,412,8.3,112,10,13,6,19,5,W3 6ND
Ealing 033C,South Acton,750000,27340,7,56,3,13.9,55,53,1927,0.08,22995,477,20.6,101,6,11,5,20,7,W3 8JD
Ealing 033D,South Acton,327500,30190,14,54,3,7.6,53,55,1521,0.11,13666,464,36.1,100,6,12,7,22,6,W3 6NH
Ealing 033E,South Acton,600000,28070,72,75,3,5.1,55,55,1234,0.26,4763,383,49.8,102,5,7,9,21,5,W3 8BQ
Ealing 026A,Southall Broadway,345000,29300,2,104,4,15.9,70,72,2265,0.13,17069,410,2.4,105,5,12,5,27,10,UB1 1EX
Ealing 026B,Southall Broadway,166500,30570,2,60,4,18.6,67,69,1942,0.14,13822,475,3.2,98,5,13,5,26,10,UB1 1AD
Ealing 023E,Southall Broadway,166500,29210,2,438,4,11.4,69,67,2004,0.39,5177,459,110.8,128,8,5,7,23,7,UB1 1SR
Ealing 026C,Southall Broadway,320000,29810,2,90,4,12.8,69,66,2092,0.24,8570,513,48.5,117,5,13,5,20,7,UB1 1HG
Ealing 026D,Southall Broadway,295000,28930,4,66,4,12.4,65,74,1763,0.14,13030,550,17.9,100,5,11,5,25,7,UB1 1PH
Ealing 026E,Southall Broadway,337500,28700,4,80,4,14.9,68,73,1664,0.12,14019,480,5.4,91,5,12,6,29,10,UB1 1AT
Ealing 026F,Southall Broadway,337500,29710,7,67,4,16.1,69,70,2262,0.46,4876,421,300.1,113,7,14,5,28,11,UB1 1ER
